B4101,OBC,200,792,2012
B4107,OBC,358,791,2012
B4109,OBC,388,790,2012
B4110,OBC,9,52,2012
B4111,OBC,11,63,2012
B4117,OBC,390,836,2012
B4125,OBC,48,190,2012
B4128,OBC,931,1359,2012
B5210,OBC,745,973,2012
B5219,OBC,271,339,2012
B5221,OBC,77,257,2012
B5226,OBC,721,1012,2012
B5229,OBC,824,994,2012
B5234,OBC,262,451,2012
B5235,OBC,353,476,2012
B5244,OBC,1539,1705,2012
B5245,OBC,1388,1675,2012
B5503,OBC,2333,2778,2012
C4110,OBC,1445,1871,2012
C4111,OBC,1720,2127,2012
C4125,OBC,1738,2190,2012
D4107,OBC,428,915,2012
D4109,OBC,399,821,2012
D4110,OBC,44,100,2012
D4111,OBC,47,131,2012
D4112,OBC,309,406,2012
D4117,OBC,1129,1486,2012
D4125,OBC,92,300,2012
D4136,OBC,622,1198,2012
D4139,OBC,1331,2270,2012
D5205,OBC,1645,2465,2012
D5210,OBC,1005,1195,2012
D5216,OBC,130,205,2012
D5220,OBC,206,383,2012
D5305,OBC,674,895,2012
E4110,OBC,1321,1508,2012
E4111,OBC,1401,1814,2012
E4125,OBC,1337,1858,2012
G4101,OBC,838,1197,2012
G4102,OBC,2100,2569,2012
G4105,OBC,1367,2328,2012
G4107,OBC,932,1257,2012
G4109,OBC,891,1140,2012
G4110,OBC,113,303,2012
G4111,OBC,151,424,2012
G4115,OBC,291,499,2012
G4120,OBC,1398,1533,2012
G4121,OBC,516,1124,2012
G4122,OBC,1304,1545,2012
G4125,OBC,322,492,2012
G4127,OBC,1316,1974,2012
G4130,OBC,1517,2240,2012
G4133,OBC,1412,1947,2012
G5101,OBC,2727,3868,2012
G5201,OBC,1178,1312,2012
G5203,OBC,2657,3064,2012
G5208,OBC,2400,2825,2012
G5210,OBC,1313,1492,2012
G5215,OBC,1215,1413,2012
G5216,OBC,338,489,2012
G5222,OBC,515,555,2012
G5225,OBC,265,611,2012
G5230,OBC,1543,1768,2012
G5231,OBC,1555,1635,2012
G5239,OBC,502,726,2012
G5243,OBC,1742,2170,2012
G5247,OBC,2196,2432,2012
G5248,OBC,2455,2800,2012
G5251,OBC,1989,2182,2012
G5253,OBC,1870,2081,2012
G5501,OBC,2846,3565,2012
G5503,OBC,3046,3449,2012
G5504,OBC,2622,3468,2012
G5505,OBC,2868,3553,2012
G5506,OBC,1156,1920,2012
G5507,OBC,2632,3221,2012
H4107,OBC,1373,1943,2012
H4109,OBC,1241,1605,2012
H4110,OBC,306,869,2012
H4111,OBC,945,1132,2012
H4118,OBC,1818,2079,2012
H4125,OBC,896,1189,2012
J4110,OBC,1464,1740,2012
J4111,OBC,1205,1899,2012
J4125,OBC,1823,2025,2012
J4138,OBC,2261,2662,2012
K4101,OBC,732,1049,2012
K4103,OBC,2149,2528,2012
K4107,OBC,483,1147,2012
K4109,OBC,575,999,2012
K4110,OBC,54,176,2012
K4111,OBC,141,317,2012
K4123,OBC,654,2058,2012
K4125,OBC,196,405,2012
K4201,OBC,2217,2973,2012
K4202,OBC,1676,2581,2012
K4203,OBC,1300,2011,2012
K4204,OBC,1302,2437,2012
M4101,OBC,426,1115,2012
M4107,OBC,498,1193,2012
M4109,OBC,423,1057,2012
M4110,OBC,50,99,2012
M4111,OBC,60,201,2012
M4117,OBC,1236,1499,2012
M4125,OBC,107,336,2012
M4127,OBC,1166,1729,2012
M4132,OBC,897,1686,2012
M5201,OBC,482,1249,2012
M5202,OBC,1364,1375,2012
M5207,OBC,1777,2704,2012
M5210,OBC,1204,1370,2012
M5212,OBC,1433,1435,2012
M5213,OBC,1131,1350,2012
M5215,OBC,1318,1432,2012
M5216,OBC,293,398,2012
M5217,OBC,319,540,2012
M5218,OBC,597,628,2012
M5227,OBC,900,1487,2012
M5228,OBC,1731,1861,2012
M5236,OBC,647,760,2012
M5237,OBC,381,581,2012
M5238,OBC,511,618,2012
M5241,OBC,1896,1925,2012
M5249,OBC,1343,1987,2012
M5250,OBC,1762,1885,2012
M5601,OBC,3203,3511,2012
M5602,OBC,2485,2637,2012
N4107,OBC,1807,2268,2012
N4111,OBC,1133,1584,2012
N4125,OBC,1330,1572,2012
P4110,OBC,1514,1961,2012
P4111,OBC,1830,2065,2012
P4125,OBC,1663,2209,2012
R4104,OBC,2227,2653,2012
R4107,OBC,1246,1467,2012
R4109,OBC,762,1267,2012
R4110,OBC,318,469,2012
R4111,OBC,210,696,2012
R4114,OBC,394,640,2012
R4125,OBC,410,728,2012
R4127,OBC,1749,2375,2012
R4135,OBC,2060,2603,2012
R4136,OBC,1301,1778,2012
R4137,OBC,2576,2900,2012
R5101,OBC,2689,4334,2012
R5211,OBC,1503,1774,2012
R5214,OBC,755,1430,2012
R5223,OBC,749,835,2012
R5224,OBC,712,889,2012
R5242,OBC,2293,2419,2012
R5302,OBC,1661,2910,2012
R5303,OBC,2498,3153,2012
R5403,OBC,2084,3071,2012
R5502,OBC,2619,3495,2012
R5503,OBC,3473,3526,2012
R5507,OBC,2823,3383,2012
S4107,OBC,2259,2342,2012
S4110,OBC,813,1836,2012
S4111,OBC,1422,2218,2012
S4114,OBC,996,2285,2012
S4119,OBC,2347,3130,2012
S4125,OBC,1235,2181,2012
S4129,OBC,2518,2979,2012
S4130,OBC,1439,2701,2012
S4131,OBC,1211,2999,2012
S4134,OBC,1394,2473,2012
S5246,OBC,2889,3182,2012
S5247,OBC,2557,2961,2012
S5252,OBC,2296,2461,2012
S5305,OBC,2318,2813,2012
S5401,OBC,3198,3325,2012
S5402,OBC,2623,3208,2012
S5701,OBC,3364,3579,2012
S5702,OBC,3530,3583,2012
U4110,OBC,829,1346,2012
U4111,OBC,1489,1880,2012
U4125,OBC,1434,2007,2012
V4106,OBC,2254,2859,2012
V4107,OBC,1540,2162,2012
V4109,OBC,1298,1537,2012
V4110,OBC,466,886,2012
V4111,OBC,784,1155,2012
V4113,OBC,857,1272,2012
V4125,OBC,739,1287,2012
V4126,OBC,1955,2539,2012
V4130,OBC,2373,2986,2012
V4301,OBC,3354,3606,2012
V5204,OBC,2997,3185,2012
V5206,OBC,3194,3260,2012
V5209,OBC,2993,3176,2012
V5214,OBC,1601,1677,2012
V5216,OBC,984,1029,2012
V5223,OBC,1273,1333,2012
V5232,OBC,2388,2739,2012
V5233,OBC,1334,1396,2012
V5240,OBC,2486,2857,2012
V5247,OBC,3042,3115,2012
V5301,OBC,1417,2563,2012
V5304,OBC,2684,3261,2012
V5305,OBC,1864,2152,2012
V5801,OBC,3603,3620,2012
W4104,OBC,2284,2882,2012
W4107,OBC,1494,1698,2012
W4108,OBC,1666,2136,2012
W4109,OBC,1085,1383,2012
W4110,OBC,334,705,2012
W4114,OBC,699,1026,2012
W4116,OBC,682,1043,2012
W4117,OBC,1620,2101,2012
W4124,OBC,834,1559,2012
W4125,OBC,741,1000,2012
W4401,OBC,1854,3131,2012
A4109,SC,832,1110,2012
A4111,SC,746,959,2012
A4125,SC,564,969,2012
B4101,SC,29,356,2012
B4107,SC,232,402,2012
B4109,SC,215,362,2012
B4110,SC,1,47,2012
B4111,SC,4,37,2012
B4117,SC,166,456,2012
B4125,SC,34,127,2012
B4128,SC,389,780,2012
B5210,SC,320,566,2012
B5219,SC,188,246,2012
B5221,SC,69,165,2012
B5226,SC,373,643,2012
B5229,SC,630,670,2012
B5234,SC,176,193,2012
B5235,SC,16,221,2012
B5244,SC,782,1056,2012
B5245,SC,859,925,2012
B5503,SC,1026,1355,2012
C4110,SC,715,985,2012
C4111,SC,458,1119,2012
C4125,SC,732,1060,2012
D4107,SC,327,558,2012
D4109,SC,23,272,2012
D4110,SC,13,57,2012
D4111,SC,10,67,2012
D4112,SC,80,222,2012
D4117,SC,224,763,2012
D4125,SC,21,140,2012
D4136,SC,295,561,2012
D4139,SC,627,1141,2012
D5205,SC,1006,1327,2012
D5210,SC,435,615,2012
D5216,SC,101,138,2012
D5220,SC,119,185,2012
D5305,SC,195,639,2012
E4110,SC,460,789,2012
E4111,SC,868,994,2012
E4125,SC,872,953,2012
G4101,SC,501,528,2012
G4102,SC,1247,1353,2012
G4105,SC,1129,1255,2012
G4107,SC,556,722,2012
G4109,SC,302,519,2012
G4110,SC,79,169,2012
G4111,SC,186,254,2012
G4115,SC,62,257,2012
G4120,SC,697,870,2012
G4121,SC,265,714,2012
G4122,SC,811,1053,2012
G4125,SC,148,256,2012
G4127,SC,740,1166,2012
G4130,SC,905,1240,2012
G4133,SC,908,951,2012
G5101,SC,1357,1734,2012
G5201,SC,551,618,2012
G5203,SC,1309,1428,2012
G5208,SC,1195,1403,2012
G5210,SC,756,846,2012
G5215,SC,543,590,2012
G5216,SC,158,344,2012
G5222,SC,370,416,2012
G5225,SC,406,542,2012
G5230,SC,209,1040,2012
G5231,SC,1097,1122,2012
G5239,SC,264,449,2012
G5243,SC,1070,1098,2012
G5247,SC,1252,1330,2012
G5248,SC,1373,1406,2012
G5251,SC,1188,1271,2012
G5253,SC,960,1055,2012
G5501,SC,1461,1662,2012
G5503,SC,1494,1639,2012
G5504,SC,1423,1676,2012
G5505,SC,1232,1742,2012
G5506,SC,858,1297,2012
G5507,SC,1303,1597,2012
H4107,SC,857,1087,2012
H4109,SC,638,793,2012
H4110,SC,332,527,2012
H4111,SC,299,613,2012
H4118,SC,984,1089,2012
H4125,SC,349,678,2012
J4110,SC,685,931,2012
J4111,SC,604,942,2012
J4125,SC,463,954,2012
J4138,SC,1183,1602,2012
K4101,SC,231,490,2012
K4103,SC,1099,1253,2012
K4107,SC,359,598,2012
K4109,SC,363,451,2012
K4110,SC,59,99,2012
K4111,SC,44,194,2012
K4123,SC,807,1155,2012
K4125,SC,49,236,2012
K4201,SC,1387,1491,2012
K4202,SC,825,1477,2012
K4203,SC,853,1201,2012
K4204,SC,84,1457,2012
M4101,SC,204,493,2012
M4107,SC,544,754,2012
M4109,SC,335,540,2012
M4110,SC,26,50,2012
M4111,SC,28,172,2012
M4117,SC,538,779,2012
M4125,SC,12,200,2012
M4127,SC,587,904,2012
M4132,SC,507,894,2012
M5201,SC,546,546,2012
M5202,SC,664,664,2012
M5207,SC,1142,1420,2012
M5210,SC,737,820,2012
M5212,SC,651,651,2012
M5213,SC,581,603,2012
M5215,SC,589,626,2012
M5216,SC,177,271,2012
M5217,SC,208,471,2012
M5218,SC,522,565,2012
M5227,SC,509,972,2012
M5228,SC,983,1038,2012
M5236,SC,479,553,2012
M5237,SC,305,477,2012
M5238,SC,220,379,2012
M5241,SC,928,986,2012
M5249,SC,897,1047,2012
M5250,SC,861,861,2012
M5601,SC,1536,1725,2012
M5602,SC,1185,1185,2012
N4107,SC,1115,1208,2012
N4111,SC,663,829,2012
N4125,SC,712,890,2012
P4110,SC,888,1065,2012
P4111,SC,1039,1124,2012
P4125,SC,962,1093,2012
R4104,SC,887,1361,2012
R4107,SC,612,745,2012
R4109,SC,304,520,2012
R4110,SC,116,277,2012
R4111,SC,206,378,2012
R4114,SC,217,403,2012
R4125,SC,239,315,2012
R4127,SC,989,1241,2012
R4135,SC,1222,1422,2012
R4136,SC,744,1029,2012
R4137,SC,1395,1556,2012
R5101,SC,1487,1763,2012
R5211,SC,863,948,2012
R5214,SC,524,569,2012
R5223,SC,480,529,2012
R5224,SC,427,464,2012
R5242,SC,1230,1281,2012
R5302,SC,1135,1637,2012
R5303,SC,1608,1698,2012
R5403,SC,1359,1561,2012
R5502,SC,1563,1738,2012
R5503,SC,1388,1709,2012
R5507,SC,1674,1741,2012
S4107,SC,1218,1226,2012
S4110,SC,611,1205,2012
S4111,SC,578,1186,2012
S4114,SC,991,1215,2012
S4119,SC,1404,1656,2012
S4125,SC,879,1154,2012
S4129,SC,1408,1613,2012
S4130,SC,975,1371,2012
S4131,SC,1339,1526,2012
S4134,SC,788,1274,2012
S5246,SC,1447,1658,2012
S5247,SC,1342,1436,2012
S5252,SC,1179,1315,2012
S5305,SC,1261,1471,2012
S5401,SC,1659,1714,2012
S5402,SC,1455,1568,2012
S5701,SC,1736,1745,2012
S5702,SC,1663,1719,2012
U4110,SC,517,936,2012
U4111,SC,1003,1073,2012
U4125,SC,911,1002,2012
V4106,SC,1273,1568,2012
V4107,SC,795,1044,2012
V4109,SC,624,812,2012
V4110,SC,352,597,2012
V4111,SC,562,723,2012
V4113,SC,405,783,2012
V4125,SC,439,726,2012
V4126,SC,1228,1346,2012
V4130,SC,1132,1515,2012
V4301,SC,1731,1770,2012
V5204,SC,1592,1669,2012
V5206,SC,1508,1680,2012
V5209,SC,1505,1641,2012
V5214,SC,826,881,2012
V5216,SC,649,679,2012
V5223,SC,772,797,2012
V5232,SC,1340,1546,2012
V5233,SC,533,764,2012
V5240,SC,1416,1500,2012
V5247,SC,1427,1544,2012
V5301,SC,1173,1344,2012
V5304,SC,1489,1557,2012
V5305,SC,824,1260,2012
V5801,SC,1672,1767,2012
W4104,SC,1285,1469,2012
W4107,SC,769,896,2012
W4108,SC,635,1004,2012
W4109,SC,563,734,2012
W4110,SC,268,484,2012
W4114,SC,418,640,2012
W4116,SC,560,656,2012
W4117,SC,1011,1148,2012
W4124,SC,600,917,2012
W4125,SC,319,559,2012
W4401,SC,1160,1579,2012
A4109,ST,291,358,2012
A4111,ST,441,476,2012
A4125,ST,402,453,2012
B4101,ST,181,216,2012
B4107,ST,50,244,2012
B4109,ST,52,96,2012
B4110,ST,6,21,2012
B4111,ST,1,26,2012
B4117,ST,293,413,2012
B4125,ST,14,44,2012
B4128,ST,331,493,2012
B5210,ST,372,416,2012
B5219,ST,56,153,2012
B5221,ST,183,192,2012
B5226,ST,340,378,2012
B5229,ST,443,443,2012
B5234,ST,142,191,2012
B5235,ST,205,225,2012
B5244,ST,420,550,2012
B5245,ST,464,517,2012
B5503,ST,640,641,2012
C4110,ST,462,503,2012
C4111,ST,383,440,2012
C4125,ST,387,442,2012
D4107,ST,147,267,2012
D4109,ST,12,51,2012
D4110,ST,23,37,2012
D4111,ST,3,17,2012
D4112,ST,83,86,2012
D4117,ST,146,437,2012
D4125,ST,19,57,2012
D4136,ST,263,302,2012
D4139,ST,479,608,2012
D5205,ST,492,711,2012
D5210,ST,332,373,2012
D5216,ST,84,174,2012
D5220,ST,60,129,2012
D5305,ST,324,499,2012
E4110,ST,433,485,2012
E4111,ST,262,415,2012
E4125,ST,343,422,2012
G4101,ST,110,214,2012
G4102,ST,646,654,2012
G4105,ST,647,656,2012
G4107,ST,270,360,2012
G4109,ST,198,219,2012
G4110,ST,4,105,2012
G4111,ST,102,121,2012
G4115,ST,117,166,2012
G4120,ST,444,451,2012
G4121,ST,315,365,2012
G4122,ST,465,514,2012
G4125,ST,9,90,2012
G4127,ST,534,599,2012
G4130,ST,357,454,2012
G4133,ST,326,403,2012
G5101,ST,815,1101,2012
G5201,ST,275,275,2012
G5203,ST,701,834,2012
G5208,ST,812,845,2012
G5210,ST,428,474,2012
G5215,ST,251,272,2012
G5216,ST,188,235,2012
G5222,ST,93,193,2012
G5225,ST,75,308,2012
G5230,ST,602,602,2012
G5231,ST,438,438,2012
G5239,ST,239,311,2012
G5243,ST,589,589,2012
G5247,ST,480,480,2012
G5248,ST,867,867,2012
G5251,ST,650,658,2012
G5253,ST,677,677,2012
G5501,ST,876,986,2012
G5503,ST,873,931,2012
G5504,ST,865,952,2012
G5505,ST,974,991,2012
G5506,ST,694,752,2012
G5507,ST,912,982,2012
H4107,ST,408,461,2012
H4109,ST,338,344,2012
H4110,ST,185,289,2012
H4111,ST,314,348,2012
H4118,ST,466,505,2012
H4125,ST,306,347,2012
J4110,ST,431,463,2012
J4111,ST,301,309,2012
J4125,ST,330,407,2012
J4138,ST,625,727,2012
K4101,ST,217,255,2012
K4103,ST,730,765,2012
K4107,ST,246,325,2012
K4109,ST,106,167,2012
K4110,ST,80,120,2012
K4111,ST,34,104,2012
K4123,ST,381,662,2012
K4125,ST,25,107,2012
K4201,ST,732,842,2012
K4202,ST,498,644,2012
K4203,ST,552,817,2012
K4204,ST,618,851,2012
M4101,ST,131,159,2012
M4107,ST,253,341,2012
M4109,ST,109,154,2012
M4110,ST,18,45,2012
M4111,ST,32,99,2012
M4117,ST,478,540,2012
M4125,ST,65,112,2012
M4127,ST,508,621,2012
M4132,ST,150,395,2012
M5201,ST,351,351,2012
M5202,ST,367,367,2012
M5207,ST,622,858,2012
M5210,ST,370,370,2012
M5212,ST,0,0,2012
M5213,ST,305,305,2012
M5215,ST,334,334,2012
M5216,ST,133,184,2012
M5217,ST,178,290,2012
M5218,ST,0,0,2012
M5227,ST,368,385,2012
M5228,ST,666,666,2012
M5236,ST,265,300,2012
M5237,ST,321,322,2012
M5238,ST,132,297,2012
M5241,ST,637,637,2012
M5249,ST,0,0,2012
M5250,ST,655,655,2012
M5601,ST,889,1003,2012
M5602,ST,804,804,2012
N4107,ST,529,555,2012
N4111,ST,346,397,2012
N4125,ST,264,386,2012
P4110,ST,509,538,2012
P4111,ST,371,504,2012
P4125,ST,456,522,2012
R4104,ST,698,799,2012
R4107,ST,333,404,2012
R4109,ST,73,203,2012
R4110,ST,128,187,2012
R4111,ST,70,180,2012
R4114,ST,152,220,2012
R4125,ST,116,170,2012
R4127,ST,547,686,2012
R4135,ST,761,796,2012
R4136,ST,363,537,2012
R4137,ST,816,872,2012
R5101,ST,0,0,2012
R5211,ST,496,501,2012
R5214,ST,122,122,2012
R5223,ST,190,190,2012
R5224,ST,258,312,2012
R5242,ST,676,676,2012
R5302,ST,910,930,2012
R5303,ST,793,875,2012
R5403,ST,806,869,2012
R5502,ST,739,972,2012
R5503,ST,943,970,2012
R5507,ST,593,950,2012
S4107,ST,581,606,2012
S4110,ST,488,583,2012
S4111,ST,400,523,2012
S4114,ST,435,548,2012
S4119,ST,639,822,2012
S4125,ST,390,526,2012
S4129,ST,704,792,2012
S4130,ST,432,661,2012
S4131,ST,672,790,2012
S4134,ST,354,652,2012
S5246,ST,797,797,2012
S5247,ST,553,553,2012
S5252,ST,510,510,2012
S5305,ST,699,818,2012
S5401,ST,901,901,2012
S5402,ST,544,544,2012
S5701,ST,995,996,2012
S5702,ST,992,1002,2012
U4110,ST,298,482,2012
U4111,ST,240,369,2012
U4125,ST,406,475,2012
V4106,ST,724,743,2012
V4107,ST,411,546,2012
V4109,ST,227,281,2012
V4110,ST,197,296,2012
V4111,ST,221,294,2012
V4113,ST,345,399,2012
V4125,ST,238,339,2012
V4126,ST,680,719,2012
V4130,ST,685,723,2012
V4301,ST,988,1005,2012
V5204,ST,827,881,2012
V5206,ST,887,888,2012
V5209,ST,884,890,2012
V5214,ST,375,391,2012
V5216,ST,430,430,2012
V5223,ST,336,359,2012
V5232,ST,460,823,2012
V5233,ST,364,379,2012
V5240,ST,740,753,2012
V5247,ST,833,856,2012
V5301,ST,592,839,2012
V5304,ST,880,882,2012
V5305,ST,682,729,2012
V5801,ST,975,1009,2012
W4104,ST,584,801,2012
W4107,ST,335,426,2012
W4108,ST,551,564,2012
W4109,ST,209,274,2012
W4110,ST,155,286,2012
W4114,ST,171,299,2012
W4116,ST,232,285,2012
W4117,ST,569,597,2012
W4124,ST,382,560,2012
W4125,ST,199,229,2012
W4401,ST,513,774,2012
A4109,PD_GENERAL,0,0,2012
A4111,PD_GENERAL,0,0,2012
A4125,PD_GENERAL,0,0,2012
B4101,PD_GENERAL,0,0,2012
B4107,PD_GENERAL,70,91,2012
B4109,PD_GENERAL,56,56,2012
B4110,PD_GENERAL,4,4,2012
B4111,PD_GENERAL,0,0,2012
B4117,PD_GENERAL,0,0,2012
B4125,PD_GENERAL,10,18,2012
B4128,PD_GENERAL,95,95,2012
B5210,PD_GENERAL,129,129,2012
B5219,PD_GENERAL,0,0,2012
B5221,PD_GENERAL,50,50,2012
B5226,PD_GENERAL,60,60,2012
B5229,PD_GENERAL,0,0,2012
B5234,PD_GENERAL,36,36,2012
B5235,PD_GENERAL,52,52,2012
B5244,PD_GENERAL,0,0,2012
B5245,PD_GENERAL,0,0,2012
B5503,PD_GENERAL,0,0,2012
C4110,PD_GENERAL,0,0,2012
C4111,PD_GENERAL,124,124,2012
C4125,PD_GENERAL,0,0,2012
D4107,PD_GENERAL,74,74,2012
D4109,PD_GENERAL,33,33,2012
D4110,PD_GENERAL,2,2,2012
D4111,PD_GENERAL,21,21,2012
D4112,PD_GENERAL,0,0,2012
D4117,PD_GENERAL,109,109,2012
D4125,PD_GENERAL,40,40,2012
D4136,PD_GENERAL,0,0,2012
D4139,PD_GENERAL,101,107,2012
D5205,PD_GENERAL,123,123,2012
D5210,PD_GENERAL,93,93,2012
D5216,PD_GENERAL,15,15,2012
D5220,PD_GENERAL,45,45,2012
D5305,PD_GENERAL,97,97,2012
E4110,PD_GENERAL,98,98,2012
E4111,PD_GENERAL,157,157,2012
E4125,PD_GENERAL,0,0,2012
G4101,PD_GENERAL,34,34,2012
G4102,PD_GENERAL,0,0,2012
G4105,PD_GENERAL,0,0,2012
G4107,PD_GENERAL,136,136,2012
G4109,PD_GENERAL,80,80,2012
G4110,PD_GENERAL,19,19,2012
G4111,PD_GENERAL,54,54,2012
G4115,PD_GENERAL,58,58,2012
G4120,PD_GENERAL,0,0,2012
G4121,PD_GENERAL,0,0,2012
G4122,PD_GENERAL,0,0,2012
G4125,PD_GENERAL,53,53,2012
G4127,PD_GENERAL,0,0,2012
G4130,PD_GENERAL,0,0,2012
G4133,PD_GENERAL,0,0,2012
G5101,PD_GENERAL,0,0,2012
G5201,PD_GENERAL,0,0,2012
G5203,PD_GENERAL,0,0,2012
G5208,PD_GENERAL,0,0,2012
G5210,PD_GENERAL,144,144,2012
G5215,PD_GENERAL,102,102,2012
G5216,PD_GENERAL,31,31,2012
G5222,PD_GENERAL,62,62,2012
G5225,PD_GENERAL,63,63,2012
G5230,PD_GENERAL,0,0,2012
G5231,PD_GENERAL,0,0,2012
